id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
1681,Olivier,Très bien,5,29/01/2023,France,"Zero frais sur 2022 et aucun problème à remonter,je recommande",très positif,72.62
1682,Abdou,Rien a signaler,5,29/01/2023,France,"Oui , pour mieux faire la comparaison",neutre,31.9
1683,  Cris,Paiement facile avec le smartphone et…,5,29/01/2023,France,Paiement facile avec le smartphone et la carte,très positif,51.0
1684,Servillat,Rapidité des opérations et facilité de…,5,29/01/2023,France,Rapidité des opérations et facilité de l application.,très positif,54.86
1685,Laëtitia,Utilisation rapide et pratique,5,29/01/2023,France,"Utilisation rapide et pratique, assez instinctive.",positif,54.08
1687,Cimen,Modernité,5,29/01/2023,France,Au debut on ne sait pas à quoi peut ressembler  une banque en ligne comme Orange mais plus vous vous habituez plus vous aimez votre experience.,très positif,41.91
1688,Pierre,Tout fonctionne toujours bien et en…,5,29/01/2023,France,Tout fonctionne toujours bien et en temps réel.,très positif,64.88
1689,Alves,Ça fonctionne bien,5,29/01/2023,France,Ça fonctionne très bien,très positif,52.11
1691,Remises & Réductions member,La personne qui est intervenue a été…,4,29/01/2023,France,"La personne qui est intervenue a été très efficace, mais le tchat est vraiment très moyen",négatif,48.89
1692,David Guichard,excellent,5,28/01/2023,France,"orange bank est une banque qui est a l ecoute de ces client cela fait plus de 10 ans que je suis chez eu et aucun soucis, je la recommande fortement",très positif,87.34
1693,Mouimen,Tout est rapide,5,28/01/2023,France,"Tout est rapide, mieux qu'une banque traditionnel",très positif,68.37
1694,Lindor,Rien à ajouter,4,28/01/2023,Guadeloupe,"Rien a ajouter, tout est parfait",très positif,84.65
1695,Constant,On ne perd pas de temps à attendre une…,5,28/01/2023,France,On ne perd pas de temps à attendre une réponse,neutre,22.28
1696,BRETON,Nous avons obtenu un crédit à un taux…2,4,28/01/2023,France,Nous avons obtenu un crédit à un taux intéressant  chez vous . Reste à voir si nous aurions par la suite des soucis de santé si l'assurance souscrite serais bien au rendez-vous ? .,positif,47.06
1697,Sandrine Banka,Parfait,5,28/01/2023,France,Très satisfaite par orangebank a tout niveau,très positif,70.19
1698,Paller,rapidité de prise de rendez-vous et de …,4,28/01/2023,Martinique,rapidité de prise de rendez-vous et de  l'intervention.,très positif,51.03
1699,Joel,Efficace,5,28/01/2023,France,Bonne prise en charge. Problème géré efficacement.,positif,59.58
1700,Elodie,Activation carte,5,27/01/2023,France,"J ai eu un soucis d activation  de ma carte orange bank heureusement  il y avait un numéro  sur le papier fourni avec ... j ai appelé  directement  et le problème  a été résolu  très rapidement  .. la réponse à été net , claire  , rapide et efficace... je ne suis varient pas déçu de ce premier contact",très positif,50.73
1701,M. GRANDJEAN SERGE,La difficulté c'est de trouver la bonne…,5,27/01/2023,France,La difficulté c'est de trouver la bonne personne pour résoudre le problème,neutre,39.51
1702,Omer,Merci,5,27/01/2023,France,Merci beaucoup mon cœur ❤️💓,très positif,80.98
1703,philippe langlois,ancien de groupama banque,1,27/01/2023,France,"ancien de groupama banque, il est impossible de consulter qq que se soit sur un PC. Cette transformation mutation obligatoire est une véritable catastrophe. C'est une galère sans nom pour éditer les relevés de compte; Il faut en permanence surveiller son compte car aucun équilibre n'est réalisé automatiquement entre le compte courant et le compte livret ( contrairement à ce qui se faisait sur groupama banque) imaginez lorsque vous êtes chez un commerçant en ayant pour seul moyen de paiement votre carte bancaire , le terminal affiche un refus de paiement. Si vous appelez l'assistance il vous donne des explications abscons et vous prévienne que si vous ne faites pas un virement vous même il peut être être réalisé mais contre paiement.",très négatif,81.47
1704,Vincent,Virement,5,27/01/2023,France,C'était parfait je recommande !,très positif,83.38
1706,Cottille,Prêt intéressant par rapport à ma…,4,27/01/2023,France,Prêt intéressant par rapport à ma banque.,positif,49.25
1708,Frédéric,Orange Bank demande de mise à jour de la position de mon compte,4,27/01/2023,France,Service client facile à joindre. Conseiller attentif et professionnel,très positif,52.72
1709,Steven,Demande de découvert,5,27/01/2023,France,Réponse rapide,positif,44.92
1710,Pierre Blau,Très bon accueil et conseiller très…,5,27/01/2023,France,Très bon accueil et conseiller très courtois. Elle a répondu à ma demande et tout est réglé.Merci beaucoup.Cdlt pierre.,très positif,70.37
1711,Hamza Hjira,Meilleur service client de tous les…,5,27/01/2023,France,Meilleur service client de tous les temps,très positif,79.44
1713,Aude Klcs,Rien à dire !,5,27/01/2023,France,Rien à dire ; j'ai fait une demande de remboursement anticipé et elle a été prise en compte & débitée sous 5 jours. Très bien. Je recommande,très positif,76.0
1714,BOUSMAHA,Service de qualité,5,27/01/2023,France,"Service de qualité, conseiller professionnel et très compétent.",très positif,68.5
1716,Hetrouf,Orange banque c'est top,5,27/01/2023,France,Très bonne expérience personnel à l'écoute,très positif,56.93
1717,LOPEZ Y OSO,J'ai demandé à repousser les échéances…,3,27/01/2023,France,J'ai demandé à repousser les échéances de quelques mois car j'ai rencontré des difficultés opération qui a été réalisé de votre part sans aucune difficulté je vous en remercie,neutre,32.2
1718,SLT,J'ai fait une demande de crédit,5,26/01/2023,France,J'ai fait une demande de crédit et la réponse a été faite très rapidement avec une excellente écoute.,très positif,65.49
1720,Ndiaye,Kadidia ndiaye,5,26/01/2023,France,De texte copiés pour qu'ils n'expirent pas après 1 heureÉpinglez les morceauxEnvoyé depuis mon mobile orange,très négatif,55.71
1722,Christophe,Crédit rapide mes quand on veux faire…,5,26/01/2023,France,Crédit rapide mes quand on veux faire une autre demande c'est refuse dommage,négatif,36.98
1723,Jean-Pierre,Bonne expériences,4,26/01/2023,France,Bonne expériences. J'avais des soucis pour televerser des documents. Le conseiller a trouver le soucis et resolu le problème. J'ai pu ouvrir le compte. Merci à Maxime du service clients Orange Bank.,positif,52.9
1724,Adam,Il est très facile d'alimenter son…,5,26/01/2023,France,Il est très facile d'alimenter son compte grâce à une carte bancaire.Il est très facile de demander un crédit car tout ce fait en ligne.L'offre cashback d'orange et de la visa MasterCard est intéressante.,très positif,69.52
1725,Van De Mergel,Facile d'utilisation.,5,26/01/2023,France,Facile d'utilisation.Simple et efficace.,très positif,54.4
1726,Danneels,Banque en ligne géniale,5,26/01/2023,France,"Banque en ligne géniale, pas de frais intempestifs, vraiment bien. Le seul bémol serait de pouvoir joindre un conseiller sinon au top",positif,66.87
1727,LEPINAY,Accueil,5,26/01/2023,Réunion,Toutdu debut a la fin,très positif,26.95
1728,Antonia Cuccuru,Rien à dire de plus,5,02/02/2023,France,Sa répond pas a ma question je veux juste savoir si je peux payer un article en plusieurs fois,très négatif,36.33
1730,Boukerche,Ils font confiance au client .,4,26/01/2023,France,"Ils font confiance au client .tout en étant vigilant , sur la bonne santé du compte ; pouvoir remettre du cash serait un plus !",positif,52.09
1731,Céline Marchesan,Changement d'adresse impossible !,1,26/01/2023,France,"Impossible de faire un changement d'adresse sur Orange Bank.Systématiquement les justificatifs déposés en ligne sont rejetés sans explication. Impossible de communiquer avec leur chabot qui ne comprend absolument rien. Après 1 an de tentative, j'arrive enfin à joindre un conseiller qui me dit que le format des fichiers acceptés ne sont que les pdf. Enfin. Je refais mon changement d'adresse avec les bons formats de fichier. Entre temps je dois malheureusement faire opposition sur ma CB et en demander une nouvelle. Bingo Orange Bank l'envoie sur l'ancienne adresse et me demande 70 € pour l'envoyer à ma nouvelle adresse alors que ça fait 1 an que je leur explique que j'ai changé d'adresse.A ce jour, une seconde CB a été envoyée encore une fois à la mauvaise adresse et le conseiller en ligne ne comprends toujours pas ma demande.Je me retrouve sans CB et avec des frais bancaires en sus et aucune possibilité de rectifier les infos sur mon profil.",très négatif,70.34
1733,HOARAU Fabrice,Rapide,5,26/01/2023,Réunion,"Rapide, efficace et à l'écoute, merci",très positif,73.51
1734,Julienne,La personne qui m'a répondu au…possiblités,4,26/01/2023,France,"La personne qui m'a répondu au téléphone et qui gère mon dossier, dans un premier temps m' a  écouté , a répondu de façon claire à mes questions.Accueil téléphonique rapide et efficace.Je ne sais pas si je peux donner un nom....mais Mr J.DELIEGE est  disponible et suis bien mon dossier. Cette personne est très professionnel.",positif,53.04
1736,Christelle,Confiance,5,26/01/2023,France,Bonne  expérience,positif,53.96
1738,Nathalie,COORDO,5,26/01/2023,Réunion,la patience et la gentillesse politesse,très positif,42.52
1739,eric,J'ai voulu tester la qualité des services OrangeBank,1,26/01/2023,France,"J'ai voulu tester la qualité des services proposés en faisant une demande de prêt identique a ce que ma banque me proposait et qui, lui, a été accepté en 10 minutes.Verdict sans appel.Résultat:Banque inutile qui vous demande X documents, relevés sur vos comptes sans avoir une personne par téléphone, vous harcèle de mails pour les avoirs et au final vous répond: désolés, on peut pas vous accompagner.Je précise que je n'ai a ce jour aucun crédit et une capacité de financement bien supérieur a ce que j'ai demandé.Je soupçonne que c'est simplement pour connaitre nos flux et type d'achats pour ensuite être harcelé par des vendeurs une fois mes données partagées.Je précise que je suis client Orange depuis ""wanadoo""",très négatif,85.32
1741,David VAN ELSLANDE,Virements,5,26/01/2023,France,Virements très facile et rapide,très positif,67.19
1742,Mme CORINNE KERHOAS,bonne expérience,5,26/01/2023,France,réponse claire apportée et déblocage de la situation rapideservice client joignable facilement,très positif,49.57
1744,Tiyabe,Depuis 5 ans chez orange Bank,5,26/01/2023,France,Depuis 5 ans chez orange Bank Top,très positif,74.92
1745,M MICHEL MAGDELAIN,Deuch,4,26/01/2023,France,Un imprévue!!!!,neutre,25.08
1747,Jonathan COLIBRI - Jojo,Facilité et Qualité*,4,26/01/2023,France,"Facile à utiliser, interface de qualité...*",très positif,64.62
1748,Wao Da,Ouverture d'un compte d'un membre UE,2,26/01/2023,Belgique,"Je vais voir sur leur site pour ouvrir un compte. Il fallait juste une carte identité européenne et un domicile en France, si je me présente dans une boutique. Je vais donc dans une boutique avec ma carte d'identité belge ( donc UE ) et un justificatif de domicile en France. Et résultats c'est refuser",très négatif,50.05
1749,joel vernol,J’ai eu un virement d’un remboursement…,1,26/01/2023,France,J’ai eu un virement d’un remboursement par le service des impôts sur un compte orange bank que j’ai jamais ouvert depuis plus d’un ans j’essaye de communiqué avec orange bank pour retrouver mon compte aucune réponse après des dizaines de messages je sais plus quoi faire pour retrouver mon argent pas de possibilité d’avoir une personne au téléphone pour communiquer,très négatif,91.59
1751,Sufian,Très bon,5,26/01/2023,Bangladesh,J'ai utilisé Line Dupuis une année...il et très bonne,très positif,58.7
1753,VRIET,Cela m'a permis de réaliser un petit…,5,26/01/2023,France,Cela m'a permis de réaliser un petit projet,positif,40.12
1755,Laurent,Service client (téléphone) efficace…,5,25/01/2023,France,"Service client (téléphone) efficace pour traiter ma demande (par contre, carton rouge pour la procédure de clôture de compte en ligne, 2 mois après, toujours pas traité)",neutre,37.65
1756,Stéphane,Décrochage rapide.,5,25/01/2023,France,Décrochage rapide.Réponse claire même si la solution est différée dans le temps.,positif,48.16
1757,Ngapagho,Sim la meilleur,5,25/01/2023,France,Sim très bonne relation,très positif,55.13
1759,DUMONT,"la visibilité en direct de son compte, le TOP !",5,25/01/2023,France,la visibilité en direct de son compte est une très très bonne chose. la gestion est quasi en direct !,très positif,72.5
